Kategori;Merek;Tahun;Mesin;Tenaga (BHP);Torsi (lb⋅ft);Berat (lbs);Source URL,,
Super Saloons;Audi;2000s;5.0L to 5.9L Displacement, Twin-Turbocharged;500 to 599 bhp;400 to 499 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Audi_RS_6_(2009),
Super Saloons;Cadillac;2010s;3.0L to 3.9L Displacement;300 to 399 bhp;200 to 299 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Cadillac_XTS_Limousine,,
Super Saloons;BMW;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/BMW_M4_Coup%C3%A9,
Super Saloons;Volvo;2010s;3.0L to 3.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Volvo_V60_Polestar,
Super Saloons;Porsche;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Porsche_Panamera_Turbo_(2017)
Super Saloons;Audi;2020s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Audi_RS_3_Sedan,
Super Saloons;BMW;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/BMW_1_Series_M_Coupe,
Super Saloons;Audi;2010s;2.0L to 2.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Audi_RS_5_Coup%C3%A9_(2018),
Super Saloons;BMW;2020s;3.0L to 3.9L Displacement, Twin-Turbocharged;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/BMW_M4_Competition_Coup%C3%A9,
Super Saloons;Jaguar;2010s;3.0L to 3.9L Displacement;300 to 399 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Jaguar_XE-S,,
Super Saloons;Bentley;2020s;6.0L to 6.9L Displacement, Twin-Turbocharged;600 to 699 bhp;600 to 699 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Bentley_Flying_Spur,
Super Saloons;Audi;2020s;N/A;600 to 699 bhp;600 to 699 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Audi_RS_e-tron_GT,,
Super Saloons;Porsche;2020s;N/A;700 to 799 bhp;700 to 799 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Porsche_Taycan_Turbo_S,,
Super Saloons;MG;2020s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/MG_MG7,
Super Saloons;Audi;2010s;2.0L to 2.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Audi_RS_4_Avant_(2018),
Super Saloons;BMW;2020s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;600 to 699 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/BMW_M5_CS
Super Saloons;Audi;2020s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Audi_RS_6_Avant_(2021)
Super Saloons;Audi;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Audi_RS_6_Avant_(2015)
Super Saloons;Mercedes-AMG;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Mercedes-AMG_C_63_S_Coup%C3%A9
Super Saloons;Mercedes-Benz;2010s;6.0L to 6.9L Displacement, V8;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_C_63_AMG_Coup%C3%A9_Black_Series,
Super Saloons;Alfa;2010s;2.0L to 2.9L Displacement, Twin-Turbocharged;500 to 599 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Alfa_Romeo_Giulia_Quadrifoglio,
Super Saloons;Mercedes-AMG;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;600 to 699 bhp;600 to 699 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Mercedes-AMG_GT_4-Door_Coup%C3%A9
Track Toys;Porsche;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;600 to 699 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_911_GT2_RS_(2018),
Track Toys;Ferrari;2010s;4.0L to 4.9L Displacement, V8;500 to 599 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ferrari_458_Speciale,
Track Toys;Nissan;2020s;3.0L to 3.9L Displacement, Twin-Turbocharged;600 to 699 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Nissan_GT-R_NISMO_(R35),
Track Toys;Morris;1950s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Morris_Minor_1000,,
Track Toys;Maserati;2010s;4.0L to 4.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Maserati_Gran_Turismo_S,
Track Toys;Porsche;2010s;4.0L to 4.9L Displacement;400 to 499 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Porsche_911_GT3_RS_4.0,,
Track Toys;Ferrari;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged, V8;600 to 699 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ferrari_25_Corse_Clienti_488_Challenge
Track Toys;Forsberg;2010s;3.0L to 3.9L Displacement, Turbocharged;800 to 899 bhp;700 to 799 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Forsberg_Racing_Toyota_Gumout_2JZ_Camry_Stock_Car,
Track Toys;Porsche;2020s;4.0L to 4.9L Displacement;500 to 599 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_911_GT3_RS_(2023),,
Track Toys;Donkervoort;2010s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Donkervoort_D8_GTO,
Track Toys;Ford;1990s;3.0L to 3.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Ford_Supervan_3,,
Track Toys;MG;2020s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/MG_20_MG6_XPower,
Track Toys;Caterham;2010s;2.0L to 2.9L Displacement;200 to 299 bhp;100 to 199 lb⋅ft;1000 to 1499 lbs;https://forza.fandom.com/wiki/Caterham_Superlight_R500,,
Track Toys;Hyundai;2020s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Hyundai_98_Bryan_Herta_Autosport_Elantra_N,
Track Toys;BMW;2000s;4.0L to 4.9L Displacement, V8;300 to 399 bhp;200 to 299 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/BMW_M3-GTR,
Track Toys;BAC;2010s;2.0L to 2.9L Displacement;200 to 299 bhp;200 to 299 lb⋅ft;1000 to 1499 lbs;https://forza.fandom.com/wiki/BAC_Mono,,
Track Toys;Meyers;1970s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;1000 to 1499 lbs;https://forza.fandom.com/wiki/Meyers_Manx,,
Track Toys;Nissan;2000s;3.0L to 3.9L Displacement, Twin-Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Nissan_Donut_Media_350Z_%27Hi_Car%27,
Track Toys;Elemental;2010s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;300 to 399 lb⋅ft;1000 to 1499 lbs;https://forza.fandom.com/wiki/Elemental_RP1,
Track Toys;Jaguar;2010s;5.0L to 5.9L Displacement, V8;500 to 599 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Jaguar_XE_SV_Project_8,
Track Toys;Dodge;1960s;7.0L to 7.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Dodge_Charger_R/T,
Track Toys;Porsche;2020s;4.0L to 4.9L Displacement;400 to 499 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_718_Cayman_GT4_RS,,
Track Toys;BMW;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/BMW_M4_GTS,
Track Toys;McLaren;2020s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;700 to 799 bhp;500 to 599 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/McLaren_765LT
Track Toys;Chevrolet;2010s;7.0L to 7.9L Displacement, V8;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Chevrolet_Camaro_Z/28_(2015),
Track Toys;Morgan;2010s;4.0L to 4.9L Displacement, V8;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Morgan_Aero_GT,
Track Toys;McLaren;2020s;3.0L to 3.9L Displacement, Twin-Turbocharged, V8;600 to 699 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/McLaren_620R
Track Toys;Porsche;2010s;4.0L to 4.9L Displacement;400 to 499 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_911_GT3_RS_(2016),,
Track Toys;Aston;2010s;5.0L to 5.9L Displacement;500 to 599 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Aston_Martin_Vantage_GT12,,
Track Toys;VUHL;2010s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/VUHL_05RR,
Track Toys;Chevrolet;2010s;6.0L to 6.9L Displacement, V8;700 to 799 bhp;700 to 799 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Chevrolet_Corvette_ZR1_(2019),
Track Toys;Porsche;2010s;4.0L to 4.9L Displacement;500 to 599 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_911_GT3_RS_(2019),,
Track Toys;Porsche;2020s;4.0L to 4.9L Displacement;500 to 599 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_911_GT3_(2021),,
Track Toys;Chevrolet;2020s;5.0L to 5.9L Displacement, V8;600 to 699 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Chevrolet_Corvette_Z06_(2023),
Track Toys;Ford;2020s;N/A;1400 to 1499 bhp;1500 lb⋅ft and more;4500 to 4999 lbs;https://forza.fandom.com/wiki/Ford_Mustang_Mach-E_1400,,
Track Toys;Hennessey;2010s;6.0L to 6.9L Displacement, V8;1000 to 1099 bhp;800 to 899 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Hennessey_Camaro_Exorcist,
Track Toys;Jaguar;2010s;5.0L to 5.9L Displacement, V8;500 to 599 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Jaguar_F-TYPE_Project_7,
Track Toys;Lotus;2000s;1.0L to 1.9L Displacement;200 to 299 bhp;100 to 199 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Lotus_2-Eleven,,
Track Toys;Noble;2000s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;300 to 399 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Noble_M400,
Track Toys;Pontiac;1980s;5.0L to 5.9L Displacement, V8;200 to 299 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Pontiac_Firebird_Trans_Am_GTA,
Track Toys;Dodge;2010s;8.0L to 8.9L Displacement;600 to 699 bhp;600 to 699 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Dodge_Viper_ACR,,
Track Toys;Chevrolet;2010s;8.0L to 8.9L Displacement, V8;1400 to 1499 bhp;800 to 899 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Chevrolet_Summit_Racing_Pro_Stock_Camaro,
Track Toys;CUPRA;2020s;N/A;400 to 499 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/CUPRA_UrbanRebel_Concept,,
Track Toys;Nissan;2000s;3.0L to 3.9L Displacement, Turbocharged;300 to 399 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Nissan_Donut_Media_350Z_%27Low_Car%27,
Track Toys;Mercedes-AMG;2020s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;700 to 799 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Mercedes-AMG_GT_Black_Series
Track Toys;BMW;2010s;4.0L to 4.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/BMW_M3_GTS,
Track Toys;Volkswagen;1960s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Volkswagen_Beetle_(1963),,
Track Toys;Hyundai;2020s;N/A;600 to 699 bhp;600 to 699 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Hyundai_N_Vision_74,,
Track Toys;Ford;2010s;5.0L to 5.9L Displacement, V8;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ford_Shelby_GT350R,
Track Toys;Lexus;2020s;5.0L to 5.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Lexus_RC_F_Track_Edition,
Track Toys;Jaguar;2010s;5.0L to 5.9L Displacement, V8;500 to 599 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Jaguar_XKR-S_GT,
Track Toys;Chevrolet;1960s;6.0L to 6.9L Displacement, V8;300 to 399 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Chevrolet_Camaro_Super_Sport_Coupe,
Track Toys;Chevrolet;2010s;6.0L to 6.9L Displacement, V8;600 to 699 bhp;600 to 699 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Chevrolet_Camaro_ZL1_1LE,
Track Toys;KTM;2010s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/KTM_X-Bow_R,
Track Toys;Ginetta;2010s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Ginetta_G10_RM,
Track Toys;Lotus;2010s;3.0L to 3.9L Displacement;400 to 499 bhp;300 to 399 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Lotus_Exige_Cup_430,,
Track Toys;Lamborghini;2020s;5.0L to 5.9L Displacement;600 to 699 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Lamborghini_Hurac%C3%A1n_STO,,
Track Toys;Porsche;2010s;3.0L to 3.9L Displacement;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Porsche_Cayman_GT4,,
Track Toys;Lamborghini;2010s;5.0L to 5.9L Displacement;600 to 699 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Lamborghini_Hurac%C3%A1n_Performante,,
Track Toys;Porsche;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;600 to 699 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Porsche_911_GT2_RS_(2012),
Track Toys;Hot;2000s;5.0L to 5.9L Displacement, V8;500 to 599 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Ford_Mustang,
Track Toys;Hot;1970s;6.0L to 6.9L Displacement, V8;1000 to 1099 bhp;600 to 699 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Pontiac_Firebird_Trans_Am_Custom,
Track Toys;Lotus;2000s;1.0L to 1.9L Displacement;100 to 199 bhp;100 to 199 lb⋅ft;1000 to 1499 lbs;https://forza.fandom.com/wiki/Lotus_340R,,
Track Toys;Lotus;2010s;3.0L to 3.9L Displacement;400 to 499 bhp;300 to 399 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Lotus_3-Eleven,,
Track Toys;McLaren;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;400 to 499 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/McLaren_600LT_Coup%C3%A9
Track Toys;Fast;1960s;10.0L to 10.9L Displacement, V8;1100 to 1199 bhp;900 to 999 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Fast_and_Furious_Chevrolet_Impala_Super_Sport_%27Fast_X%27,
Track Toys;Fast;2020s;7.0L to 7.9L Displacement, V8;700 to 799 bhp;700 to 799 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Fast_and_Furious_Flip_Car_2.0_%27Fast_X%27,
Track Toys;Ferrari;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged, V8;700 to 799 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ferrari_488_Pista
Track Toys;Chevrolet;2010s;5.0L to 5.9L Displacement, V8;1100 to 1199 bhp;800 to 899 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Chevrolet_Hot_Wheels_COPO_Camaro,
Track Toys;Lynk;2020s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Lynk_%26_Co_100_Cyan_Racing_03,
Track Toys;Dodge;2000s;8.0L to 8.9L Displacement;600 to 699 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Dodge_Viper_SRT10_ACR,,
